sample_id	oncotree_code	organ	tissue	st_technology	disease_state	priority_tier	exclude_reason	n_spots	n_spots_norm	nb_genes	inter_spot_dist	area_mm2	area_zscore	fullres_px_w	fullres_px_h	pixel_size_um
NCBI791		Placenta	Placenta	Visium	Treated	skip	low_spots(429)	429	429.0	32298	100.0	77.5	0.32	9921	9450	0.909
NCBI790		Uterus	Placenta	Visium	Treated	medium	tier_inferred_from_organ	1625	1625.0	32298	100.0	73.0	0.19	9409	9362	0.9102
NCBI789		Uterus	Placenta	Visium	Treated	medium	tier_inferred_from_organ	2302	2302.0	32298	100.0	74.9	0.25	9644	9416	0.9083
NCBI788		Uterus	Placenta	Visium	Treated	medium	tier_inferred_from_organ	1182	1182.0	32298	100.0	79.2	0.37	10136	9447	0.9096
NCBI822		Uterus	Placenta	Visium	Treated	skip	low_spots(706)	706	706.0	32298	100.0	79.1	0.36	9953	9626	0.9089
NCBI823		Uterus	Placenta	Visium	Treated	skip	low_spots(875)	875	875.0	32298	100.0	76.6	0.29	9742	9518	0.9088
NCBI824		Uterus	Placenta	Visium	Treated	medium	tier_inferred_from_organ	1709	1709.0	32298	100.0	80.0	0.39	10081	9555	0.9112
NCBI825		Uterus	Placenta	Visium	Treated	medium	tier_inferred_from_organ	1159	1159.0	32298	100.0	80.1	0.39	10045	9544	0.9143
NCBI787		Heart	Heart	Visium	Treated	skip	no_cancer_organ	2823	2823.0	32285	100.0	69.8	0.1	13222	12600	0.6472
NCBI786		Heart	Heart	Visium	Treated	skip	no_cancer_organ	2826	2826.0	32285	100.0	73.6	0.21	13224	13305	0.6468
NCBI785	IDC	Breast	Breast	Xenium	Cancer	xenium		4180	4180.0	541	100.0	98.8	0.91	30786	24241	0.3639
NCBI784	IDC	Breast	Breast	Xenium	Cancer	xenium		4180	4180.0	541	100.0	81.0	0.41	30786	19877	0.3638
NCBI783	IDC	Breast	Breast	Xenium	Cancer	xenium		3869	3869.0	541	100.0	50.9	-0.42	21227	31943	0.274
NCBI776	IDC	Breast	Breast	Visium	Cancer	high		4992	4992.0	18085	100.0	126.1	1.67	19505	21571	0.5476
NCBI771	ACYC	Eye	Lacrimal gland	Visium	Cancer	medium		3584	3584.0	17943	100.0	96.1	0.84	10458	9011	1.0101
NCBI770	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(666)	666	806.0	17138	110.0	76.0	0.28	15872	15872	0.5493
NCBI769	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(646)	646	782.0	17344	110.0	76.1	0.28	15872	15872	0.5497
NCBI768	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(638)	638	772.0	17883	110.0	75.9	0.27	15872	15872	0.549
NCBI767	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(590)	590	714.0	16959	110.0	76.6	0.29	15872	15872	0.5515
NCBI766	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(521)	521	630.0	17689	110.0	76.3	0.29	15872	15872	0.5505
NCBI765	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(521)	521	630.0	17399	110.0	76.3	0.29	15872	15872	0.5505
NCBI764	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	high		1145	1385.0	17823	110.0	76.8	0.3	15872	15872	0.552
NCBI763	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	high		1071	1296.0	19314	110.0	76.1	0.28	15872	15872	0.5496
NCBI762	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	high		1182	1430.0	17976	110.0	76.1	0.28	15872	15872	0.5496
NCBI761	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(608)	608	736.0	15383	110.0	74.9	0.25	15872	15872	0.5454
NCBI760	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(621)	621	751.0	16642	110.0	75.8	0.27	15872	15872	0.5487
NCBI759	CSCC	Skin	Skin	Spatial Transcriptomics	Cancer	skip	low_spots(462)	462	559.0	17047	110.0	77.3	0.31	15872	15872	0.5539
NCBI729		Bowel	Colon	Visium	Healthy	skip	non_cancer	2604	2604.0	31053	100.0	83.0	0.47	9901	8929	0.9692
NCBI728		Bowel	Colon	Visium	Treated	high	tier_inferred_from_organ	3630	3630.0	31053	100.0	69.9	0.11	8297	8953	0.9698
NCBI727		Lung	Lung	Visium	Diseased	high	tier_inferred_from_organ	1899	1899.0	32285	100.0	73.9	0.22	18035	17103	0.4895
NCBI720		Brain	Brain	Visium	Healthy	skip	non_cancer	2573	2573.0	32285	100.0	79.7	0.38	7884	8192	1.1111
NCBI719		Brain	Brain	Visium	Healthy	skip	non_cancer	2735	2735.0	32285	100.0	79.7	0.38	7881	8192	1.1111
NCBI718		Brain	Brain	Visium	Healthy	skip	non_cancer	2973	2973.0	32285	100.0	79.7	0.38	7885	8192	1.1111
NCBI717		Brain	Brain	Visium	Healthy	skip	non_cancer	2804	2804.0	32285	100.0	79.7	0.38	7877	8192	1.1111
NCBI716		Brain	Brain	Visium	Healthy	skip	non_cancer	2801	2801.0	32285	100.0	79.7	0.38	7880	8192	1.1111
NCBI715		Brain	Brain	Visium	Healthy	skip	non_cancer	2857	2857.0	32285	100.0	80.0	0.39	7881	8192	1.1129
NCBI714		Kidney	Kidney	Visium	Healthy	skip	non_cancer	3007	3007.0	33538	100.0	67.8	0.05	10470	11293	0.7572
NCBI713		Kidney	Kidney	Visium	Healthy	skip	non_cancer	3627	3627.0	36601	100.0	68.0	0.05	10481	11303	0.7576
NCBI712		Kidney	Kidney	Visium	Healthy	skip	non_cancer	4166	4166.0	36601	100.0	68.0	0.05	10477	11296	0.758
NCBI711		Kidney	Kidney	Visium	Healthy	skip	non_cancer	2627	2627.0	36601	100.0	67.9	0.05	10481	11303	0.7573
NCBI710		Kidney	Kidney	Visium	Healthy	skip	non_cancer	956	956.0	36601	100.0	67.7	0.05	11292	10479	0.7566
NCBI709		Kidney	Kidney	Visium	Healthy	skip	non_cancer	1034	1034.0	36601	100.0	67.9	0.05	11295	10481	0.7576
NCBI708		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	1322	1322.0	36601	100.0	67.9	0.05	10478	11308	0.7572
NCBI707		Kidney	Kidney	Visium	Diseased	skip	low_spots(673)	673	673.0	36601	100.0	67.8	0.05	11299	10477	0.7567
NCBI706		Kidney	Kidney	Visium	Diseased	skip	low_spots(673)	673	673.0	36601	100.0	68.0	0.05	11291	10477	0.758
NCBI705		Kidney	Kidney	Visium	Diseased	skip	low_spots(560)	560	560.0	36601	100.0	68.0	0.05	11289	10473	0.7582
NCBI704		Kidney	Kidney	Visium	Diseased	skip	low_spots(534)	534	534.0	36601	100.0	67.8	0.05	11301	10474	0.7569
NCBI703		Kidney	Kidney	Visium	Diseased	skip	low_spots(453)	453	453.0	36601	100.0	67.9	0.05	11292	10475	0.7576
NCBI702		Kidney	Kidney	Visium	Diseased	skip	low_spots(461)	461	461.0	36601	100.0	68.0	0.05	11298	10474	0.7582
NCBI701		Kidney	Kidney	Visium	Diseased	skip	low_spots(904)	904	904.0	36601	100.0	68.0	0.05	11303	10472	0.758
NCBI700		Kidney	Kidney	Visium	Diseased	skip	low_spots(601)	601	601.0	36601	100.0	68.2	0.06	11298	10473	0.759
NCBI699		Kidney	Kidney	Visium	Diseased	skip	low_spots(787)	787	787.0	36601	100.0	68.0	0.05	11292	10473	0.7585
NCBI698		Kidney	Kidney	Visium	Diseased	skip	low_spots(407)	407	407.0	36601	100.0	68.1	0.06	11302	10473	0.7583
NCBI697		Kidney	Kidney	Visium	Diseased	skip	low_spots(317)	317	317.0	36601	100.0	67.8	0.05	11292	10474	0.757
NCBI696		Kidney	Kidney	Visium	Diseased	skip	low_spots(645)	645	645.0	36601	100.0	67.8	0.05	11299	10474	0.7569
NCBI695		Kidney	Kidney	Visium	Diseased	skip	low_spots(673)	673	673.0	36601	100.0	67.9	0.05	11303	10474	0.7576
NCBI694		Kidney	Kidney	Visium	Diseased	skip	low_spots(640)	640	640.0	36601	100.0	68.2	0.06	11302	10473	0.759
NCBI693		Kidney	Kidney	Visium	Diseased	skip	low_spots(507)	507	507.0	36601	100.0	67.9	0.05	11301	10473	0.7576
NCBI692		Kidney	Kidney	Visium	Diseased	skip	low_spots(370)	370	370.0	36601	100.0	68.2	0.06	11292	10478	0.7595
NCBI691		Uterus	Endometriosis	Visium	Diseased	medium	tier_inferred_from_organ	1388	1388.0	36601	100.0	63.7	-0.07	15740	15950	0.5037
NCBI690		Uterus	Endometriosis	Visium	Diseased	medium	tier_inferred_from_organ	1960	1960.0	36601	100.0	65.9	-0.0	16033	16243	0.5031
NCBI689	SKCM	Skin	Skin	Visium	Cancer	high		4992	4992.0	31053	100.0	85.7	0.55	9792	9727	0.9484
NCBI688	SKCM	Skin	Skin	Visium	Cancer	high		4992	4992.0	31053	100.0	85.5	0.54	9792	9727	0.9473
NCBI687	SKCM	Skin	Skin	Visium	Cancer	high		4992	4992.0	31053	100.0	85.8	0.55	9792	9727	0.9491
NCBI686		Bowel	Colon	Visium	Treated	high	tier_inferred_from_organ	3934	3934.0	31053	100.0	101.3	0.98	10524	10215	0.9706
NCBI685		Bowel	Colon	Visium	Treated	high	tier_inferred_from_organ	3547	3547.0	31053	100.0	100.8	0.96	10502	10194	0.9701
NCBI684	IDC	Lymph node	Lymph node	Visium	Cancer	high		4992	4992.0	33931	100.0	67.7	0.05	30014	30174	0.2735
NCBI683	IDC	Lymph node	Lymph node	Visium	Cancer	high		4992	4992.0	33931	100.0	66.6	0.02	29616	30094	0.2734
NCBI682	IDC	Lymph node	Lymph node	Visium	Cancer	high		4988	4988.0	33931	100.0	68.1	0.06	30014	30254	0.2739
NCBI681	IDC	Lymph node	Lymph node	Visium	Cancer	high		4992	4992.0	33931	100.0	68.3	0.06	30414	29935	0.2739
NCBI680		Other	Foriegn body granuloma, Sponge_2 wks	Visium	Diseased	skip	no_cancer_organ	2772	2772.0	15524	100.0	75.9	0.27	2600	2787	3.2357
NCBI675		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	36601	100.0	60.0	-0.17	25205	25741	0.3041
NCBI674		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	36601	100.0	60.6	-0.15	25360	25840	0.3041
NCBI673		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	36601	100.0	61.4	-0.13	25507	26036	0.3041
NCBI672		Liver	Liver	Visium	Diseased	low	tier_inferred_from_organ	4992	4992.0	36601	100.0	60.8	-0.15	25369	25921	0.3041
NCBI671		Brain	Brain	Visium	Healthy	skip	non_cancer	2856	2856.0	32285	100.0	67.9	0.05	47616	48128	0.1722
NCBI670		Brain	Brain	Visium	Healthy	skip	non_cancer	3002	3002.0	32285	100.0	67.9	0.05	47616	48128	0.1721
NCBI669		Brain	Brain	Visium	Healthy	skip	non_cancer	3163	3163.0	32285	100.0	67.9	0.05	47616	48128	0.1722
NCBI668		Brain	Brain	Visium	Healthy	skip	non_cancer	2913	2913.0	32285	100.0	67.9	0.05	47616	48128	0.1721
NCBI667		Brain	Brain	Visium	Healthy	skip	non_cancer	2675	2675.0	32285	100.0	67.2	0.03	47616	48128	0.1712
NCBI666		Brain	Brain	Visium	Healthy	skip	non_cancer	3120	3120.0	32285	100.0	68.1	0.06	47616	48128	0.1724
NCBI665		Brain	Brain	Visium	Healthy	skip	non_cancer	2918	2918.0	32285	100.0	68.4	0.06	47616	48128	0.1728
NCBI664		Brain	Brain	Visium	Healthy	skip	non_cancer	3017	3017.0	32285	100.0	68.1	0.06	47616	48128	0.1724
NCBI663		Brain	Brain	Visium	Healthy	skip	non_cancer	2964	2964.0	32285	100.0	68.0	0.05	47616	48128	0.1722
NCBI662		Brain	Brain	Visium	Healthy	skip	non_cancer	3357	3357.0	32285	100.0	68.0	0.05	47616	48128	0.1722
NCBI661		Brain	Brain	Visium	Healthy	skip	non_cancer	3601	3601.0	32285	100.0	68.1	0.06	47616	48128	0.1724
NCBI660		Brain	Brain	Visium	Healthy	skip	non_cancer	3504	3504.0	32285	100.0	67.7	0.04	47616	48128	0.1718
NCBI659		Brain	Brain	Visium	Healthy	skip	non_cancer	3617	3617.0	32285	100.0	67.9	0.05	48640	47104	0.1721
NCBI658		Brain	Brain	Visium	Healthy	skip	non_cancer	3116	3116.0	32285	100.0	67.8	0.05	48640	47104	0.1721
NCBI657		Brain	Brain	Visium	Diseased	low	tier_inferred_from_organ	3900	3900.0	36601	100.0	67.5	0.04	48640	47104	0.1716
NCBI656		Brain	Brain	Visium	Diseased	low	tier_inferred_from_organ	4968	4968.0	17943	100.0	67.7	0.04	48640	47104	0.1719
NCBI655		Brain	Brain	Visium	Diseased	low	tier_inferred_from_organ	4984	4984.0	17943	100.0	68.0	0.05	48640	47104	0.1723
NCBI654		Brain	Brain	Visium	Diseased	low	tier_inferred_from_organ	4868	4868.0	17943	100.0	68.0	0.05	48640	47104	0.1722
NCBI653		Brain	Brain	Visium	Diseased	low	tier_inferred_from_organ	4633	4633.0	17943	100.0	68.0	0.05	48640	47104	0.1723
NCBI652		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	69.7	0.1	15111	14602	0.5619
NCBI651		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	69.7	0.1	15120	14604	0.562
NCBI650		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	72.7	0.19	15152	15153	0.5628
NCBI649		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	90.1	0.67	16642	17075	0.5631
NCBI648		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	69.4	0.09	14536	15062	0.563
NCBI647		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	67.4	0.04	14812	14277	0.5644
NCBI646		Muscle	Hindlimb muscle	Visium	Treated	skip	no_cancer_organ	4992	4992.0	55414	100.0	67.5	0.04	14813	14279	0.5648
NCBI643	HCC	Liver	Liver	Visium	Cancer	low		2261	2261.0	36601	100.0	122.5	1.57	23848	24936	0.454
NCBI642	HCC	Liver	Liver	Visium	Cancer	low		1987	1987.0	36601	100.0	135.0	1.92	25400	25856	0.4534
NCBI641	EPM	Brain	Brain	Visium	Cancer	low		2236	2236.0	36601	100.0	67.0	0.03	17546	17209	0.4711
NCBI640	EPM	Brain	Brain	Visium	Cancer	low		1959	1959.0	36601	100.0	64.3	-0.05	9916	10150	0.7995
NCBI639	EPM	Brain	Brain	Visium	Cancer	skip	low_spots(979)	979	979.0	36601	100.0	63.8	-0.06	12838	13152	0.6149
NCBI638	EPM	Brain	Brain	Visium	Cancer	low		3060	3060.0	36601	100.0	64.3	-0.05	9915	10151	0.7994
NCBI637	EPM	Brain	Brain	Visium	Cancer	low		2705	2705.0	36601	100.0	67.0	0.03	17546	17209	0.4711
NCBI636	EPM	Brain	Brain	Visium	Cancer	low		1616	1616.0	36601	100.0	64.0	-0.06	9909	10157	0.7971
NCBI635	EPM	Brain	Brain	Visium	Cancer	low		3027	3027.0	36601	100.0	64.2	-0.05	9913	10152	0.7984
NCBI634	EPM	Brain	Brain	Visium	Cancer	low		1842	1842.0	36601	100.0	63.7	-0.07	12838	13152	0.6142
NCBI633	EPM	Brain	Brain	Visium	Cancer	low		3153	3153.0	36601	100.0	63.7	-0.07	12838	13152	0.6142
NCBI632	EPM	Brain	Brain	Visium	Cancer	low		2743	2743.0	36601	100.0	64.3	-0.05	9911	10154	0.7992
NCBI631	EPM	Brain	Brain	Visium	Cancer	low		2051	2051.0	36601	100.0	64.2	-0.05	9913	10153	0.7984
NCBI630	EPM	Brain	Brain	Visium	Cancer	low		2961	2961.0	36601	100.0	63.8	-0.06	12838	13152	0.6149
NCBI629	EPM	Brain	Brain	Visium	Cancer	low		3620	3620.0	36601	100.0	64.1	-0.05	9911	10156	0.7981
NCBI628	EPM	Brain	Brain	Visium	Cancer	low		1262	1262.0	36601	100.0	64.0	-0.06	9913	10152	0.7975
NCBI627	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	78.5	0.35	9897	10000	0.8906
NCBI626	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	81.4	0.43	9560	10000	0.9229
NCBI625	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	78.7	0.35	9898	10000	0.8917
NCBI624	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	81.4	0.43	9560	10000	0.9229
NCBI623	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	78.4	0.34	9894	10000	0.8899
NCBI622	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	81.2	0.42	9550	10000	0.9222
NCBI621	LIHB	Liver	Liver	Visium	Cancer	medium		4989	4989.0	31053	100.0	78.4	0.34	9896	10000	0.8901
NCBI620	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	78.4	0.34	9899	10000	0.89
NCBI619	LIHB	Liver	Liver	Visium	Cancer	medium		4991	4991.0	31053	100.0	80.4	0.4	10000	9837	0.9043
NCBI618	LIHB	Liver	Liver	Visium	Cancer	medium		4992	4992.0	31053	100.0	77.5	0.32	9885	10000	0.8855
NCBI603	BLCA	Bladder	Bladder	Visium	Cancer	skip	low_spots(768)	768	768.0	33538	100.0	67.5	0.04	17496	16208	0.4877
NCBI602	BLCA	Bladder	Bladder	Visium	Cancer	medium		1017	1017.0	33538	100.0	67.6	0.04	17496	16208	0.4883
NCBI601	BLCA	Bladder	Bladder	Visium	Cancer	medium		1469	1469.0	33538	100.0	68.1	0.06	17496	16208	0.4901
NCBI600	BLCA	Bladder	Bladder	Visium	Cancer	skip	low_spots(832)	832	832.0	33538	100.0	66.2	0.0	17170	16208	0.4876
NCBI599		Kidney	Kidney	Visium	Healthy	skip	non_cancer	3007	3007.0	33538	100.0	67.8	0.05	10470	11293	0.7572
NCBI598		Kidney	Kidney	Visium	Healthy	skip	non_cancer	1835	1835.0	31053	100.0	67.8	0.05	10468	11297	0.7574
NCBI597		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	2064	2064.0	31053	100.0	67.8	0.05	10472	11298	0.7572
NCBI596		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	1888	1888.0	31053	100.0	67.9	0.05	10468	11297	0.7576
NCBI595		Eye	Spanning retina/Choroid/Sclera	Visium	Healthy	skip	non_cancer	1303	1303.0	36601	100.0	62.6	-0.1	17467	16616	0.4644
NCBI594		Eye	Spanning retina/Choroid/Sclera	Visium	Healthy	skip	non_cancer	1307	1307.0	36601	100.0	62.2	-0.11	17470	16619	0.463
NCBI593		Eye	Spanning retina/Choroid/Sclera	Visium	Diseased	skip	low_spots(724)	724	724.0	36601	100.0	66.3	0.01	17470	17592	0.4645
NCBI592		Eye	Spanning retina/Choroid/Sclera	Visium	Diseased	skip	low_spots(721)	721	721.0	36601	100.0	62.7	-0.09	17455	16620	0.4649
NCBI591		Eye	Spanning retina/Choroid/Sclera	Visium	Diseased	skip	low_spots(663)	663	663.0	36601	100.0	65.8	-0.01	17470	17593	0.4628
NCBI576		Uterus	Placenta	Visium	Healthy	skip	non_cancer	470	470.0	36612	100.0	75.8	0.27	9722	9371	0.9124
NCBI575		Uterus	Placenta	Visium	Healthy	skip	non_cancer	967	967.0	36612	100.0	75.2	0.25	9534	9524	0.9101
NCBI574		Uterus	Placenta	Visium	Diseased	medium	tier_inferred_from_organ	1505	1505.0	36612	100.0	73.3	0.2	9396	9399	0.9112
NCBI573		Uterus	Placenta	Visium	Diseased	medium	tier_inferred_from_organ	1547	1547.0	36612	100.0	73.0	0.19	9438	9324	0.9109
NCBI821		Uterus	Placenta	Visium	Diseased	medium	tier_inferred_from_organ	1375	1375.0	36612	100.0	76.1	0.28	9665	9502	0.9102
NCBI820		Uterus	Placenta	Visium	Diseased	medium	tier_inferred_from_organ	1561	1561.0	36612	100.0	77.3	0.31	9828	9508	0.9097
NCBI819		Uterus	Placenta	Visium	Diseased	skip	low_spots(918)	918	918.0	36612	100.0	75.8	0.27	9630	9531	0.909
NCBI818		Uterus	Placenta	Visium	Diseased	skip	low_spots(515)	515	515.0	36612	100.0	73.8	0.22	9810	9148	0.9071
NCBI817		Uterus	Placenta	Visium	Diseased	skip	low_spots(341)	341	341.0	36612	100.0	77.1	0.31	9839	9460	0.9099
NCBI816		Uterus	Placenta	Visium	Diseased	skip	low_spots(669)	669	669.0	36612	100.0	78.6	0.35	10030	9475	0.9097
NCBI815		Uterus	Placenta	Visium	Diseased	skip	low_spots(369)	369	369.0	36612	100.0	73.3	0.2	9564	9238	0.9109
NCBI814		Uterus	Placenta	Visium	Diseased	medium	tier_inferred_from_organ	1323	1323.0	36612	100.0	73.7	0.21	9596	9235	0.9122
NCBI813		Uterus	Placenta	Visium	Healthy	skip	non_cancer	2027	2027.0	36612	100.0	73.2	0.2	9509	9235	0.913
NCBI812		Uterus	Placenta	Visium	Healthy	skip	non_cancer	2605	2605.0	36612	100.0	76.9	0.3	9760	9531	0.9094
NCBI811		Uterus	Placenta	Visium	Healthy	skip	non_cancer	1894	1894.0	36612	100.0	73.1	0.2	9311	9483	0.91
NCBI572	PAAD	Pancreas	Pancreas	Visium	Cancer	low		3794	3794.0	20615	100.0	64.7	-0.04	14592	14848	0.5465
NCBI571	PAAD	Pancreas	Pancreas	Visium	Cancer	low		2498	2498.0	20615	100.0	63.7	-0.07	14592	14592	0.5468
NCBI570	PAAD	Pancreas	Pancreas	Visium	Cancer	low		3216	3216.0	20615	100.0	62.4	-0.1	14592	14336	0.5462
NCBI569	PAAD	Pancreas	Pancreas	Visium	Cancer	low		3493	3493.0	20615	100.0	62.5	-0.1	14336	14592	0.5468
NCBI568		Kidney	Kidney	Visium	Healthy	skip	non_cancer	2438	2438.0	36601	100.0	68.1	0.06	10472	11299	0.7587
NCBI567		Kidney	Kidney	Visium	Diseased	skip	low_spots(817)	817	817.0	36601	100.0	67.8	0.05	10479	11298	0.7568
NCBI566		Kidney	Kidney	Visium	Diseased	skip	low_spots(939)	939	939.0	36601	100.0	67.9	0.05	10473	11291	0.7578
NCBI565		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	1085	1085.0	36601	100.0	68.0	0.05	10473	11299	0.7579
NCBI564		Kidney	Kidney	Visium	Diseased	skip	low_spots(262)	262	262.0	36601	100.0	68.1	0.06	11298	10477	0.7584
NCBI563		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	1376	1376.0	36601	100.0	68.1	0.06	11299	10476	0.7584
NCBI562		Kidney	Kidney	Visium	Diseased	high	tier_inferred_from_organ	2468	2468.0	36601	100.0	68.3	0.06	11301	10476	0.7595
NCBI543		Heart	Heart	Visium	Treated	skip	no_cancer_organ	1962	1962.0	32285	100.0	62.5	-0.1	14592	14336	0.5468
NCBI542		Heart	Heart	Visium	Treated	skip	no_cancer_organ	2237	2237.0	32285	100.0	63.7	-0.07	14592	14592	0.5468
NCBI540		Kidney	Kidney	Visium	Treated	skip	low_spots(413)	413	413.0	33538	100.0	69.1	0.09	48640	47104	0.1737
NCBI539		Kidney	Kidney	Visium	Treated	skip	low_spots(475)	475	475.0	33538	100.0	69.0	0.08	48640	47104	0.1736
NCBI538		Kidney	Kidney	Visium	Treated	skip	low_spots(469)	469	469.0	33538	100.0	67.8	0.05	48640	47104	0.1721
NCBI537		Lung	Lung	Visium	Treated	skip	low_spots(416)	416	416.0	33538	100.0	67.9	0.05	47616	48128	0.1721
NCBI536		Lung	Lung	Visium	Treated	skip	low_spots(444)	444	444.0	33538	100.0	68.3	0.06	47616	48128	0.1726
NCBI535		Lung	Lung	Visium	Treated	skip	low_spots(439)	439	439.0	33538	100.0	68.1	0.06	47616	48128	0.1723
NCBI534		Lung	Lung	Visium	Healthy	skip	non_cancer	533	533.0	33538	100.0	68.2	0.06	47616	48128	0.1725
NCBI533		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	2536	2536.0	31053	100.0	67.9	0.05	47616	48128	0.1721
NCBI532		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	2399	2399.0	31053	100.0	67.9	0.05	48640	47104	0.1721
NCBI531		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	2554	2554.0	31053	100.0	67.8	0.05	48640	47104	0.172
NCBI530		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	2502	2502.0	31053	100.0	69.2	0.09	48640	47104	0.1738
NCBI529		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	2216	2216.0	31053	100.0	67.8	0.05	48640	47104	0.172
NCBI528		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	3105	3105.0	31053	100.0	67.9	0.05	47616	48128	0.1722
NCBI527		Brain	Hippocampus	Visium	Healthy	skip	non_cancer	3047	3047.0	31053	100.0	67.9	0.05	47616	48128	0.1721
NCBI526		Skin	Skin	Visium	Diseased	skip	low_spots(818)	818	818.0	20613	100.0	82.0	0.44	52736	52736	0.1717
NCBI525		Skin	Skin	Visium	Diseased	skip	low_spots(777)	777	777.0	20613	100.0	82.4	0.45	52736	52736	0.1721
NCBI524		Skin	Skin	Visium	Diseased	skip	low_spots(909)	909	909.0	20613	100.0	82.2	0.45	52736	52736	0.1719
NCBI523		Skin	Skin	Visium	Diseased	skip	low_spots(752)	752	752.0	20613	100.0	82.4	0.45	52736	52736	0.1721
NCBI522		Skin	Skin	Visium	Diseased	skip	low_spots(587)	587	587.0	20613	100.0	72.2	0.17	15983	16235	0.5275
NCBI521		Skin	Skin	Visium	Diseased	skip	low_spots(464)	464	464.0	20613	100.0	71.8	0.16	15983	16216	0.5262
NCBI520		Skin	Skin	Visium	Diseased	skip	low_spots(527)	527	527.0	20613	100.0	72.1	0.17	15983	16207	0.5278
NCBI519		Skin	Skin	Visium	Diseased	skip	low_spots(524)	524	524.0	20613	100.0	71.7	0.16	15983	16235	0.5256
NCBI518		Skin	Skin	Visium	Diseased	skip	low_spots(546)	546	546.0	20613	100.0	72.2	0.17	15983	16235	0.5275
NCBI517		Skin	Skin	Visium	Diseased	skip	low_spots(549)	549	549.0	20613	100.0	71.7	0.16	15983	16235	0.5256
NCBI516		Skin	Skin	Visium	Diseased	skip	low_spots(450)	450	450.0	20613	100.0	72.1	0.17	15983	16212	0.5276
NCBI515		Skin	Skin	Visium	Diseased	skip	low_spots(825)	825	825.0	20613	100.0	71.8	0.16	15983	16203	0.5266
NCBI510		Skin	Skin	Visium	Diseased	skip	low_spots(525)	525	525.0	20613	100.0	77.3	0.31	15983	17442	0.5264
NCBI509		Skin	Skin	Visium	Diseased	skip	low_spots(768)	768	768.0	20613	100.0	71.9	0.16	15983	16225	0.5265
NCBI508		Skin	Skin	Visium	Diseased	skip	low_spots(442)	442	442.0	20613	100.0	71.9	0.16	15983	16219	0.5267
NCBI507		Skin	Skin	Visium	Diseased	skip	low_spots(469)	469	469.0	20613	100.0	71.7	0.16	15983	16200	0.5261
NCBI506		Skin	Skin	Visium	Diseased	skip	low_spots(666)	666	666.0	20613	100.0	72.1	0.17	15983	16210	0.5277
NCBI505		Skin	Skin	Visium	Diseased	skip	low_spots(706)	706	706.0	20613	100.0	71.9	0.16	15983	16230	0.5264
NCBI504		Skin	Skin	Visium	Diseased	high	tier_inferred_from_organ	1000	1000.0	20613	100.0	71.7	0.16	15983	16223	0.526
